0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.16666667,
0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667,0.16666667,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.16666667,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.16666667,  
0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667,0.16666667,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.16666667,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.16666667,
0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.16666667,
0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.16666667,
0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.16666667,
0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.16666667,
0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.16666667,
0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.16666667,
0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.16666667,
0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.125,0.125,0.16666667 ,0.16666667,0.16666667,0.16666667,0.16666667,0.125,0.125,0.16666667,   
0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667,0.16666667,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.16666667,0.125,0.125 ,0.125,0.125,0.125,0.125,0.125,0.125,0.16666667,  
0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667, 0 ,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125, 0 ,0.125,0.125 ,0.125,0.125,0.125,0.125,0.125,0.125,0.16666667,  
0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.16666667,0.125,0.125 ,0.16666667,0.16666667,0.16666667,0.125,0.125,0.125,0.16666667, 
0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.125,0.125,0.25 ,0,0,0,0,0.125,0.125,0.16666667,
0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.125,0.16666667,0 ,0,0,0,0,0.125,0.125,0.16666667, 
0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.125,0.16666667,0 ,0,0,0,0,0.125,0.125,0.16666667, 
0.16666667,0.125,0.125, 0 , 0 , 0 , 0 , 0 , 0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.125,0.16666667,0 ,0,0,0,0,0.125,0.125,0.16666667,                 
0.16666667,0.125,0.125, 0.16666667 , 0.16666667 , 0.16666667 , 0.16666667 , 0.16666667 , 0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.125,0.125,0.25 ,0,0,0,0,0.125,0.125,0.16666667,
0.16666667,0.125,0.125, 0.16666667 , 0.16666667 , 0.16666667 , 0.16666667 , 0.16666667 , 0.16666667,0.125,0.125,0.16666667, 0 , 0 , 0 , 0 , 0 ,0.16666667,0.125,0.16666667,0.125,0.125 ,0.16666667,0.16666667,0.16666667,0.125,0.125,0.125,0.16666667, 
0.16666667,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.16666667,
0.25,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.25
